Data;Modalidade;Cidade;Órgão;Natureza;Função;Categoria_Final;Objeto;Valor;Link;Status_Duplicidade
2026-01-14;Dispensa;João Dias;MUNICIPIO DE JOAO DIAS;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Contratação emergencial de serviços médico-hospitalares para realização de prostatectomia no paciente Odilio Alves de Oliveira, em razão da urgência do procedimento.;6500.0;;ORIGINAL
2026-01-14;Pregão;Campo Grande;MUNICIPIO DE CAMPO GRANDE;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;REGISTRO DE PREÇO PARA FUTURA LOCAÇÃO DE VEÍCULOS DESTINADOS A ATENDER AS NECESSIDADES DAS UNIDADES ADMINISTRATIVAS DO MUNICÍPIO DE CAMPO GRANDE/RN;3174797.98;;ORIGINAL
2026-01-14;Dispensa;Natal;COMANDO DA MARINHA;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Seguro viatura TOYOTA-COROLLA 2.0;5232.0;;ORIGINAL
2026-01-14;Dispensa;Olho dÁgua do Borges;MUNICIPIO DE OLHO DAGUA DO BORGES;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA O FORNECIMENTO CONTÍNUO DE ÁGUA MINERAL ACONDICIONADA EM GARRAFÕES 20 LITROS;53820.0;;ORIGINAL
2026-01-14;Pregão;Caicó;MUNICIPIO DE CAICO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - REGISTRO DE PREÇO PARA POSSÍVEL AQUISIÇÃO DE EQUIPAMENTOS ELETROELETRÔNICOS E MATERIAIS PERMANENTES PARA ATENDER AO PROJETO DE INTERVENÇÃO DO PROCAD, vinculado à Secretaria Municipal do Trabalho, Habitação e Assistência Social – SEMTHAS.;0.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Caico-1244/RPE-001-2026-2026-449612;ORIGINAL
2026-01-14;Dispensa;Japi;MUNICIPIO DE JAPI;OBRAS;OUTROS;OBRAS - OUTROS;Contratação de empresa especializada na prestação de SERVIÇOS DE TORNEARIA, manutenção, fabricação de peças e acessórios para equipamentos, máquinas e motores da frota dos veículos pesados do município de Japi/RN, com mão de obra e serviços, abrangendo todas as áreas e especialidades afetas aos equipamentos, máquinas e motores, relativos à manutenção, análise, avaliação e diagnóstico, desmontagem, montagem, usinagem de peças novas, retificação, reparação, correção, restauração, reposição e conservação.;0.0;;ORIGINAL
2026-01-14;Dispensa;Goianinha;INSTITUTO DE PREVIDENCIA SOCIAL DO MUNICIPIO DE GOIANINHA - IPREVGOIANINHA;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Contratação de empresa especializada para aquisição de 02 (dois) certificados digitais, sendo 1 tipo e-CPF, modelo A1, com validade por 1 ano, e 01 (um) certificado digital, tipo e-CNPJ, modelo A1, com validade por 1 ano, para suprir as demandas do IPREVGOIANINHA.;316.0;;ORIGINAL
2026-01-14;Dispensa;Japi;MUNICIPIO DE JAPI;OBRAS;OUTROS;OBRAS - OUTROS;Contratação de empresa especializada na prestação de serviço de manutenção preventiva e corretiva, com fornecimento de peças, acessórios, componentes e mão de obra, para os veículos oficiais do Município de Japi\\\\\\\\RN.;0.0;;ORIGINAL
2026-01-14;Pregão;Canguaretama;MUNICIPIO DE CANGUARETAMA;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Registro de preços destinado à futura e eventual aquisição de Veículo ambulância tipo A, para simples remoção, tipo furgão, conforme especificações no termo de referência em anexo, para atender as necessidades do Município de Canguaretama/RN, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.;314200.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Canguaretama-1130/RPE-002-2026-2026-449409;ORIGINAL
2026-01-14;Pregão;Upanema;MUNICIPIO DE UPANEMA;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Registro de Preços visando a Contratação de empresa especializada para fabricação e o fornecimento de fardamento escolar, visando atender todos os alunos da rede municipal de ensino do Município de Upanema/RN.;772940.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Upanema-3330/RPE-1-2026-2026-449573;ORIGINAL
2026-01-14;Dispensa;Várzea;MUNICIPIO DE VARZEA;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;CONTRATAÇÃO DE PESSOA JURÍDICA PARA FORNECIMENTO DE GÁS GLP EM BOTIJÃO DE 13KG, VISANDO ATENDER AS NECESSIDADES DAS SECRETARIAS DO MUNICIPIO DE VÁRZEA/RN.;26000.0;;ORIGINAL
2026-01-14;Dispensa;Pendências;MUNICIPIO DE PENDENCIAS;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE CELULARES SMARTPHONES E TABLETS, VISANDO ATENDER ÀS DEMANDAS OPERACIONAIS E ADMINISTRATIVAS DE DIVERSAS UNIDADES DA ADMINISTRAÇÃO PÚBLICA MUNICIPAL;16310.03;;ORIGINAL
2026-01-14;Dispensa;Touros;TOUROS CAMARA MUNICIPAL;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Prorrogação contratual a contratação de empresa especializada para locação de Tablets para o Legislativo Municipal de Touros/RN, com prestação de serviços de manutenção on-site, suporte técnico e de substituição do equipamento e peças quando necessário, conforme está prescrito no processo Nº 261200014/2024.;16250.0;https://seudominio.com/envio-proposta;ORIGINAL
2026-01-14;Dispensa;Itajá;ITAJA CAMARA MUNICIPAL;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Contratação de empresa especializada na confecção de Galeria de Fotos, Quadros, Prisma de Mesa e Kit Parlamentar, bandeiras e acessórios, para atender as necessidades da Câmara Municipal de Itajá/RN.;21270.0;;ORIGINAL
2026-01-14;Dispensa;Várzea;MUNICIPIO DE VARZEA;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Contratação de empresa para prestação de serviços gráficos.;59334.1;;ORIGINAL
2026-01-14;Pregão;Pendências;MUNICIPIO DE PENDENCIAS;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Registro de preços para futura e eventual contratação de empresa (s) especializada (s) no fornecimento de materiais de expediente, destinados a suprir as necessidades das diversas secretarias e setores da Prefeitura Municipal de Pendências/RN.;0.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Pendencias-1806/RPE-3-2026-2026-449801;ORIGINAL
2026-01-14;Dispensa;Goianinha;INSTITUTO DE PREVIDENCIA SOCIAL DO MUNICIPIO DE GOIANINHA - IPREVGOIANINHA;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Aquisição de equipamentos de informática e eletrodomésticos, visando atender as necessidades administrativas e operacionais do Instituto de Previdência Social do Município de Goianinha - IPREVGOIANINHA.;27090.0;;ORIGINAL
2026-01-14;Dispensa;Touros;TOUROS CAMARA MUNICIPAL;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Prorrogação contratual a contratação de empresa especializada para locação de Tablets para o Legislativo Municipal de Touros/RN, com prestação de serviços de manutenção on-site, suporte técnico e de substituição do equipamento e peças quando necessário, conforme está prescrito no processo Nº 261200014/2024.;39000.0;https://seudominio.com/envio-proposta;ORIGINAL
2026-01-14;Dispensa;Várzea;MUNICIPIO DE VARZEA;SERVIÇOS;OUTROS;SERVIÇOS - OUTROS;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE ASSESSORIA TÉCNICA NA ÁREA DE GESTÃO DA CULTURA, PARA APOIO OPERACIONAL, ADMINISTRATIVO, PARA ORIENTAR A GESTÃO MUNICIPAL SOBRE LEIS FEDERAL, ESTADUAL, ADESÃO E CRIAÇÃO DE SISTEMA DE CULTURA, ELABORAÇÃO DE PLANOS DE TRABALHO, PROJETOS, FORMALIZAÇÃO, ACOMPANHAMENTO NA EXECUÇÃO E PRESTAÇÃO DE CONTAS.;56305.56;;ORIGINAL
2026-01-14;Pregão;Pendências;MUNICIPIO DE PENDENCIAS;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Registro de preços para futura aquisição de fardamento escolar e ternos escolares para alunos da Rede Municipal de Ensino, bem como camisas personalizadas para formações educacionais.;0.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Pendencias-1806/RPE-2-2026-2026-449670;ORIGINAL
2026-01-14;Pregão;Pedro Avelino;MUNICIPIO DE PEDRO AVELINO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Contratação de empresa especializada para a locação de veículo tipo pranchão, destinado à realização das atividades logísticas e operacionais do Carnaval 2026 do Município de Pedro Avelino/RN, com comprimento total mínimo de 21 (vinte e um) metros, já incluído o cavalo mecânico, devidamente licenciado, em perfeitas condições de uso, conservação e segurança, atendendo integralmente às normas do Código de Trânsito Brasileiro – CTB, às exigências dos órgãos de trânsito e demais legislações aplicáveis, incluindo os requisitos de segurança necessários para eventos públicos.;258333.3;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-De-Pedro-Avelino-1862/PE-02-2026-2026-449672;ORIGINAL
2026-01-14;Pregão;Caicó;MUNICIPIO DE CAICO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - PERMISSÃO ONEROSA DE USO DE ÁREA DESTINADA A EXPLORAÇÃO DE QUIOSQUE PARA ATIVIDADE COMERCIAL (ATACADSITRA E VAREJISTA) COMÉRCIO DE BEBIDAS, ALIMENTAÇÃO, GULOSEIMAS, REFEIÇÕES E GÊNEROS ALIMENTÍCIOS EM GERAL) NO MERCADO PÚBLICO.;30600.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Caico-1244/PMP-002-2026-2026-449633;ORIGINAL
2026-01-14;Dispensa;Várzea;MUNICIPIO DE VARZEA;SERVIÇOS;OUTROS;SERVIÇOS - OUTROS;Contratação de empresa especializada para prestação de serviços técnicos de assessoria e suporte em Recursos Humanos, de execução indireta, junto aos Órgãos Federais, como Previdência Social (Receita Federal) para acompanhamento de parcelamentos de débitos com a União, como também emissão de relatórios e informações junto a GFIP, RAIS, FGTS, E-SOCIAL, GPS, e FGTS, e auxiliar as Comissões de Processos Administrativos Disciplinares e de Sindicância do Município de Várzea/RN.;71400.0;;ORIGINAL
2026-01-14;Dispensa;Bom Jesus;MUNICIPIO DE BOM JESUS;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Aquisição de contêineres coletores de lixo com capacidade de 1.000 (mil) litros, destinados a atender às necessidades da Prefeitura Municipal de Bom Jesus/RN.;39288.75;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Bom-Jesus-1115/DE-012-2026-2026-449640;ORIGINAL
2026-01-14;Pregão;Pedro Avelino;MUNICIPIO DE PEDRO AVELINO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Contratação de empresa especializada para a locação de veículo tipo pranchão, destinado à realização das atividades logísticas e operacionais do Carnaval 2026 do Município de Pedro Avelino/RN, com comprimento total mínimo de 21 (vinte e um) metros, já incluído o cavalo mecânico, devidamente licenciado, em perfeitas condições de uso, conservação e segurança, atendendo integralmente às normas do Código de Trânsito Brasileiro – CTB, às exigências dos órgãos de trânsito e demais legislações aplicáveis, incluindo os requisitos de segurança necessários para eventos públicos.;258333.3;;ORIGINAL
2026-01-14;Dispensa;Várzea;MUNICIPIO DE VARZEA;OBRAS;EDIFICAÇÕES PÚBLICAS;OBRAS - EDIFICAÇÕES PÚBLICAS;CONTRATAÇÃO DE EMPRESA PARA REFORMA DAS ESCOLAS MUNICIPAIS DE VÁRZEA/RN.;452237.62;;ORIGINAL
2026-01-14;Dispensa;São Rafael;MUNICIPIO DE SAO RAFAEL;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Locação de som automotivo, destinados à sonorização dos eventos institucionais, culturais, educativos e comemorativos promovidos pelas Secretarias da Prefeitura Municipal de São Rafael, garantindo adequada divulgação, comunicação e qualidade sonora nas atividades realizadas pelo Município.;49810.0;;ORIGINAL
2026-01-14;Dispensa;Jucurutu;MUNICIPIO DE JUCURUTU;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;AQUISIÇÃO EMERGENCIAL DE EQUIPAMENTO DE BOMBEAMENTO DE ÁGUA PARA ATENDIMENTO À POPULAÇÃO DA COMUNIDADE PEDRA DO NAVIO.;27342.93;;ORIGINAL
2026-01-14;Dispensa;Espírito Santo;MUNICIPIO DE ESPIRITO SANTO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE FOGOS DE ARTIFÍCIO.;61002.3;;ORIGINAL
2026-01-14;Pregão;Mossoró;MUNICIPIO DE MOSSORO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Contratação de empresa especializada para prestação de serviços técnicos voltados ao fornecimento de Licença de Uso de Software Integrado de Gestão Pública, abrangendo os módulos de Execução Orçamentária, Contábil, Administração Financeira e Controle.;0.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Mossoro-1230/PE-01-2026-2026-449125;ORIGINAL
2026-01-14;Pregão;São Gonçalo do Amarante;MUNICIPIO DE SAO GONCALO DO AMARANTE;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Aquisição de instrumentos musicais destinados a Secretaria Municipal de Educação, para criação da Orquestra Sinfônica Infanto Juvenil, integrada por alunos da rede municipal de ensino.;105186.9;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Sao-Goncalo-do-Amarante-1125/PE-5-2026-2026-449725;ORIGINAL
2026-01-14;Dispensa;Jardim de Piranhas;MUNICIPIO DE JARDIM DE PIRANHAS;SERVIÇOS;OUTROS;SERVIÇOS - OUTROS;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE ENGENHARIA CIVIL E QUE DETENHAM, CUMULATIVAMENTE, A QUALIFICAÇÃO OU ESPECIALIZAÇÃO FORMAL COMO TÉCNICO EM ELETROTÉCNICA, PARA ELABORAÇÃO, ASSESSORIA E DESENVOLVIMENTOS DE PROJETOS ELÉTRICOS E DE EDIFICAÇÕES, DE OBRAS PÚBLICAS REALIZADAS COM RECURSOS PRÓPRIOS DO MUNICÍPIO OU ATRAVÉS DE CONVÉNIOS FIRMADOS ENTRE ESTA MUNICIPALIDADE E GOVERNO FEDERAL;59199.96;;ORIGINAL
2026-01-14;Pregão;Passagem;MUNICIPIO DE PASSAGEM;SERVIÇOS;OUTROS;SERVIÇOS - OUTROS;Contratação de pessoa jurídica para prestação do serviço de corte/preparo de plantio agrícola em comunidades rurais do município de Passagem/RN.;654525.0;;ORIGINAL
2026-01-14;Pregão;Pedra Preta;MUNICIPIO DE PEDRA PRETA;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - REGISTRO DE PREÇOS PARA A FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA E DO RAMO PERTINENTE OBJETIVANDO O FORNECIMENTO DE URNAS MORTUÁRIAS E PRESTAÇÃO DE SERVIÇOS FUNERÁRIOS COM TRANSLADO, para atender as necessidades da Secretaria Municipal de Trabalho, Habitação e Assistência Social do município de Pedra Preta-RN, conforme condições, quantidades e exigências estabelecidas no termo de referência deste edital.;0.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Pedra-Preta-2824/PE-002-2026-2026-449770;ORIGINAL
2026-01-14;Pregão;Passagem;MUNICIPIO DE PASSAGEM;SERVIÇOS;OUTROS;SERVIÇOS - OUTROS;[Portal de Compras Públicas] - Registro de Preços para contratação de pessoa jurídica para prestação do serviço de corte/preparo de plantio agrícola em comunidades rurais do município de Passagem/RN.;654525.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Passagem-2032/RPE-001-2026-2026-449771;ORIGINAL
2026-01-14;Dispensa;Natal;CONSELHO REGIONAL DE FARMACIA;SERVIÇOS;OUTROS;SERVIÇOS - OUTROS;Publicidade Institucional;19466.7;;ORIGINAL
2026-01-14;Dispensa;Taboleiro Grande;MUNICIPIO DE TABOLEIRO GRANDE;AQUISIÇÃO;EVENTOS E CULTURA;AQUISIÇÃO - EVENTOS E CULTURA;Contratação de empresa na execução dos serviços de coordenação e organização do show musical tradicional da “FESTA DO PADROEIRO SÃO SEBASTIÃO DE TABOLEIRO GRANDE 2026”, a ser realizada nos dias 10 e 11 de janeiro de 2026, no Município de Taboleiro Grande/RN;0.0;;ORIGINAL
2026-01-14;Dispensa;São Rafael;MUNICIPIO DE SAO RAFAEL;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Aquisição de água mineral, destinada a atender às necessidades de consumo e ao pleno funcionamento das repartições públicas das Secretarias do município.;65337.85;;ORIGINAL
2026-01-14;Dispensa;São Gonçalo do Amarante;SERVICO AUTONOMO DE AGUA E ESGOTO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Contratação de empresa especializada para o fornecimento de recarga de gás liquefeito de petróleo para suprir as necessidades do Serviço Autônomo de Água e Esgoto - SAAE/SGA.;3274.5;https://portaldecompraspublicas.com.br/processos/RN/Servico-Autonomo-de-Agua-e-Esgoto-de-Sao-Goncalo-do-Amarante-1431/DE-DE-019-2025-2026-449142;ORIGINAL
2026-01-14;Pregão;Pedra Preta;MUNICIPIO DE PEDRA PRETA;AQUISIÇÃO;SAÚDE - MEDICAMENTOS;AQUISIÇÃO - SAÚDE - MEDICAMENTOS;[Portal de Compras Públicas] - REGISTRO DE PREÇOS PARA A FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA E DO RAMO PERTINENTE OBJETIVANDO O FORNECIMENTO, DE FORMA PARCELADA, DE MEDICAMENTOS PSICOTRÓPICOS, PARA ATENDER AS DEMANDAS DA SECRETARIA MUNICIPAL DE SAÚDE DO MUNICÍPIO DE PEDRA PRETA-RN, conforme condições, quantidades e exigências estabelecidas no termo de referência deste edital.;0.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Pedra-Preta-2824/PE-001-2026-2026-449738;ORIGINAL
2026-01-15;Pregão;Lagoa Nova;MUNICIPIO DE LAGOA NOVA;SERVIÇOS;EDUCAÇÃO - TRANSPORTE;SERVIÇOS - EDUCAÇÃO - TRANSPORTE;Contratação de empresa para prestação dos serviços de transporte escolar de alunos da rede publica municipal e estadual de ensino, destinado a atender as necessidades da Secretaria Municipal de Educação da Prefeitura Municipal de LAgoa Nova/RN.;5689382.4;;ORIGINAL
2026-01-15;Dispensa;Antônio Martins;MUNICIPIO DE ANTONIO MARTINS;OBRAS;OUTROS;OBRAS - OUTROS;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ENGENHARIA PARA A EXECUÇÃO DE OBRAS DE PAVIMENTAÇÃO EM PARALELEPÍPEDOS NA RUA PEDRO LÚCIO, NO MUNICÍPIO DE ANTÔNIO MARTINS/RN, COM UTILIZAÇÃO DE SALDO REMANESCENTE DE RECURSOS ORIUNDOS DA EMENDA ESTADUAL Nº 924/2024, CONFORME PROJETOS, ESPECIFICAÇÕES TÉCNICAS, PLANILHAS ORÇAMENTÁRIAS, CRONOGRAMA FÍSICO–FINANCEIRO E DEMAIS DOCUMENTOS QUE INTEGRAM ESTE EDITAL E SEUS ANEXOS.;25069.73;;ORIGINAL
2026-01-15;Pregão;Natal;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Pregão eletrônico SISRP nº.: 90039/2025 - Aquisição de máquinas e equipamentos de natureza industrial para atender demandas da UFRN pelo período de 12 (doze) meses.;66413.78;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15310305900392025;ORIGINAL
2026-01-15;Pregão;Natal;RIO GRANDE DO NORTE SECRETARIA DA SAUDE PUBLICA;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Contratação de empresa para a prestação de serviços de locação de caminhões - sem o fornecimento de motorista, nos termos abaixo, conforme condições e exigências estabelecidas neste instrumento.;0.0;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=92555005900082026;ORIGINAL
2026-01-15;Pregão;Natal;RIO GRANDE DO NORTE SECRETARIA DA SAUDE PUBLICA;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Aquisição de Produtos para Saúde - DRENOS, COLETORES E FILMES nos termos abaixo, conforme condições e exigências estabelecidas neste instrumento.;0.0;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=92555005900092026;ORIGINAL
2026-01-15;Pregão;Natal;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Contratação de empresa especializada sob demanda para prestação de serviços de LOCAÇÃO de Caçambas Estacionárias para acondicionamento, coleta, transporte, e destinação final de entulhos, RETIRADA de caçambas, e descarte final de resíduos sólidos de itens não supridos pela coleta pública, proporcionando um descarte ambientalmente adequado a esses resíduos em NATAL/RN, conforme Ordem de Licitação nº 13098/2025 – DA.;0.0;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=92577705900092026;ORIGINAL
2026-01-15;Pregão;Serrinha dos Pintos;MUNICIPIO DE SERRINHA DOS PINTOS;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Contratação de empresa especializada para o fornecimento de bolsas escolares e mochilas confeccionadas em lona resistente de alta gramatura, devidamente personalizadas com a logomarca oficial do Município, destinadas ao uso diário por estudantes e professores da Rede Municipal de Ensino, em conformidade com as especificações técnicas, quantitativos e condições estabelecidas no Termo de Referência.;91631.69;;ORIGINAL
2026-01-15;Dispensa;Riacho da Cruz;SECRETARIA MUNICIPAL DE EDUCACAO DE RIACHO DA CRUZ;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;CONFECÇÃO E FORNECIMENTO DE CAIXAS PERSONALIZADAS, PRODUZIDAS EM MATERIAL ADEQUADO E COM APLICAÇÃO DE IDENTIDADE VISUAL INSTITUCIONAL, LOGO MARCA DA SMECD E DA PREFEITURA MUNICIPAL DE RIACHO DA CRUZ, CONTENDO ITENS DIVERCIFICADOS COMO CHAVEIROS, MARCADOR, BLOCO DE ANOTAÇÕES, CANETAS, TODOS CUSTOMIZADOS E PERSONALIZADOS.;9000.0;;ORIGINAL
2026-01-15;Pregão;Tibau do Sul;MUNICIPIO DE TIBAU DO SUL;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - REGISTRO DE PREÇOS PARA EVENTUAL E FUTURA AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DESTINADO ATENDER AO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR (PNAE) DO MUNICÍPIO DE TIBAU DO SUL/RN.;3037239.7;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Tibau-do-Sul-1121/RPE-37-2025-2026-449829;ORIGINAL
2026-01-15;Dispensa;Natal;NATAL CAMARA MUNICIPAL;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Contratação de empresa especializada na revitalização dos carpetes da Câmara Municipal de Natal.;16800.0;https://pncp.gov.br/app/atas/08004525000107/2025/123/1;ORIGINAL
2026-01-15;Dispensa;Japi;MUNICIPIO DE JAPI;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Prestação de empresa especializada para prestação de serviços de confecção de materiais gráficos para atender as demandas da Secretaria Municipal de Administração e demais Secretarias de Japi/RN;0.0;;ORIGINAL
2026-01-15;Dispensa;Portalegre;PORTALEGRE CAMARA MUNICIPAL;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Contratação de empresa para administrativo em geral nas áreas de recursos humanos e administração da Câmara Municipal, especificamente a execução dos serviços de atualização cadastral, manutenção e operacionalização do programa e-Social (inclusos informações da Previdência Geral e do IPREV Portalegre/RN, RAIS e DIRF) além de elaboração e emissão da folha de pagamento mensal, procedimentos internos, bem como suporte às demandas financeiras necessárias ao adequado funcionamento da instituição.;55200.0;https://www.cmportalegre.rn.gov.br/;ORIGINAL
2026-01-15;Dispensa;Parelhas;MUNICIPIO DE PARELHAS;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - AQUISIÇÃO DE KIT PARA INSEÇÃO DE DIU;14620.0;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Parelhas-1046/DE-32-2025-2026-448813;ORIGINAL
2026-01-15;Pregão;Natal;MUNICIPIO DE NATAL;SERVIÇOS;OUTROS;SERVIÇOS - OUTROS;Aquisição de material de limpeza e higiene (higienização/cosmético, através do SISTEMA DE REGISTRO DE PREÇOS.;3374474.64;http://portaldecomprasnatal.com.br;ORIGINAL
2026-01-15;Pregão;Touros;MUNICIPIO DE TOUROS;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Contratação de empresa especializada em terceirização de serviços educacionais, tais como auxiliares de sala, monitores, cuidadores, merendeiras, secretários escolares, motoristas e demais funções de suporte, para atender as necessidades da Secretaria Municipal de Educação do município de Touros/RN.;23049734.52;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Touros-2120/PE-3-2026-2026-449907;ORIGINAL
2026-01-15;Pregão;Extremoz;MUNICIPIO DE EXTREMOZ;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Futura e eventual registro de preços para aquisição de extintores, manutenção, placas de identificação e recarga dos extintores para a Prefeitura de Extremoz e suas respectivas Secretarias.;2065542.32;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Extremoz-1127/RPE-39-2025-2026-445033;ORIGINAL
2026-01-15;Pregão;Santo Antônio;MUNICIPIO DE SANTO ANTONIO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;[Portal de Compras Públicas] - Locação de equipamentos para realização de exames de bioquímica por reflectometria com fornecimento de reagentes.;150325.01;https://portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Santo-Antonio-1615/RPE-46-2025-2026-443997;ORIGINAL
2026-01-15;Pregão;Touros;MUNICIPIO DE TOUROS;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Contratação de empresa especializada em terceirização de serviços educacionais, tais como auxiliares de sala, monitores, cuidadores, merendeiras, secretários escolares, motoristas e demais funções de suporte, para atender as necessidades da Secretaria Municipal de Educação do município de Touros/RN.;23049734.52;;ORIGINAL
2026-01-15;Dispensa;Santana do Seridó;MUNICIPIO DE SANTANA DO SERIDO;AQUISIÇÃO;OUTROS;AQUISIÇÃO - OUTROS;Aquisição de equipamentos de informática (itens da ARP cancelada de n° 68/2025 e novos), destinado a atender as Secretarias Municipais do Município de Santana do Seridó/RN.;51651.2;;ORIGINAL
